종목코드,회사명
317690,퀀타매트릭스
317770,엑스페릭스
317830,에스피시스템스
317850,대모
317860,노드메이슨
317870,엔바이오니아
318000,KBG
318010,팜스빌
318020,포인트모바일
318160,셀바이오휴먼텍
318410,비비씨
318660,타임기술
319400,현대무벡스
319640,TIGER 골드선물(H)
319660,피에스케이
320000,한울반도체
321260,프로이천
321370,센서뷰
321410,KODEX 멀티에셋하이인컴(H)
321550,티움바이오
321820,아티스트유나이티드
322000,HD현대에너지솔루션
322180,티라유텍
322310,오로스테크놀로지
322400,HANARO e커머스
322410,HANARO 고배당
322510,제이엘케이
322780,코퍼스코리아
322970,무진메디
323230,엠에프엠코리아
323280,태성
323350,다원넥스뷰
323410,카카오뱅크
323990,박셀바이오
325010,KODEX Fn성장
325020,KODEX 배당가치
326030,SK바이오팜
326230,RISE 내수주플러스
326240,RISE IT플러스
327260,RF머트리얼즈
327610,펨토바이오메드
328130,루닛
328370,PLUS 코스피TR
328380,솔트웨어
329180,HD현대중공업
329200,TIGER 리츠부동산인프라
329650,KODEX TRF3070
329660,KODEX TRF5050
329670,KODEX TRF7030
329750,TIGER 미국달러단기채권액티브
330350,위더스제약
330590,롯데리츠
330730,스톤브릿지벤처스
330860,네패스아크
331380,포커스에이치엔에스
331520,밸로프
331660,한국미라클피플사
331910,KOSEF Fn중소형
331920,셀레믹스
332290,누보
332370,아이디피
332500,ACE 200TR
332570,와이팜
332610,PLUS 미국단기회사채(AAA~A)
332620,PLUS 미국장기우량회사채
332930,HANARO 200TR
332940,HANARO MSCI Korea TR
333050,모코엠시스
333430,일승
333620,엔시스
333940,PLUS KS로우볼가중TR
333950,PLUS KS로우사이즈가중TR
333960,PLUS KS모멘텀가중TR
333970,PLUS KS밸류가중TR
333980,PLUS KS퀄리티가중TR
334690,RISE 팔라듐선물(H)
334700,RISE 팔라듐선물인버스(H)
334890,이지스밸류리츠
334970,프레스티지바이오로직스
335810,프리시젼바이오
335870,윙스풋
335890,비올
336040,타스컴
336060,웨이버스
336160,RISE 금융채액티브
336260,두산퓨얼셀
33626K,두산퓨얼셀1우
33626L,두산퓨얼셀2우B
336370,솔루스첨단소재
33637K,솔루스첨단소재1우
33637L,솔루스첨단소재2우B
336570,원텍
337120,KODEX Fn멀티팩터
337140,KODEX 코스피대형주
337150,KODEX 200exTOP
337160,KODEX 200ESG
337840,유엑스엔
337930,브랜드엑스코퍼레이션
338100,NH프라임리츠
338220,뷰노
338840,와이바이오로직스
339770,교촌에프앤비
339950,아이비김영
340360,다보링크
340440,세림B&G
340570,티앤엘
340810,씨유박스
340930,유일에너테크
341170,퓨쳐메디신
341310,이앤에치
341850,TIGER 리츠부동산인프라채권TR KIS
343090,HLB사이언스
344820,KCC글라스
344860,이노진
346000,HANARO KAP초장기국고채
346010,타이드
347000,센코
347700,라이프시맨틱스
347740,피엔케이피부임상연구센타
347770,핌스
347850,디앤디파마텍
347860,알체라
347890,엠투아이
348030,모비릭스
348080,큐라티스
348150,고바이오랩
348210,넥스틴
348340,뉴로메카
348350,위드텍
348370,엔켐
348950,제이알글로벌리츠
350520,이지스레지던스리츠
351020,미쥬
351320,에스에이티이엔지
351330,이삭엔지니어링
352090,스톰테크
352480,씨앤씨인터내셔널
352540,KODEX 일본부동산리츠(H)
352560,KODEX 미국부동산리츠(H)
352700,씨앤투스
352770,클리노믹스
352820,하이브
352910,오비고
352940,인바이오
353190,휴럼
353200,대덕전자
35320K,대덕전자1우
353590,오토앤
353810,이지바이오
354200,엔젠바이오
354240,RISE 미국고정배당우선증권 TR
354320,알멕
354350,HANARO 글로벌럭셔리S&P(합성)
354390,바스칸바이오제약
354500,ACE 코스닥150
355150,코스텍시스
355390,크라우드웍스
355690,에이텀
356540,ACE 종합채권(AA-이상)KIS액티브
356680,엑스게이트
356860,티엘비
356890,싸이버원
357120,코람코라이프인프라리츠
357230,에이치피오
357250,미래에셋맵스리츠
357430,마스턴프리미어리츠
357550,석경에이티
357580,아모센스
357780,솔브레인
357870,TIGER CD금리투자KIS(합성)
357880,비트나인
358570,지아이이노베이션
359090,씨엔알리서치
359210,KODEX 코스피TR
360070,탑머티리얼
360140,KODEX 200롱코스닥150숏선물
360150,KODEX 코스닥150롱코스피200숏선물
360200,ACE 미국S&P500
360350,코셈
360750,TIGER 미국S&P500
361390,제노코
361570,알비더블유
361580,RISE 200TR
361610,SK아이이테크놀로지
361670,삼영에스앤씨
362320,청담글로벌
362990,드림인사이트
363250,진시스템
363260,모비데이즈
363280,티와이홀딩스
36328K,티와이홀딩스우
363510,SOL KIS단기통안채
363570,KODEX 장기종합채권(AA-이상)액티브KAP
363580,KODEX 200IT TR
364690,KODEX 혁신기술테마액티브
364960,TIGER BBIG
364970,TIGER 바이오TOP10
364980,TIGER 2차전지TOP10
364990,TIGER 게임TOP10
365000,TIGER 인터넷TOP10
365040,TIGER AI코리아그로스액티브
365270,큐라클
365330,에스와이스틸텍
365340,성일하이텍
365550,ESR켄달스퀘어리츠
365590,하이딥
365780,ACE 국고채10년
365900,브이씨
366030,공구우먼
367000,플래티어
367380,ACE 미국나스닥100
367740,HANARO Fn5G산업
367760,RISE 5G테크
367770,RISE 수소경제테마
368190,HANARO Fn K-뉴딜디지털플러스
368590,RISE 미국나스닥100
368600,아이씨에이치
368680,KODEX Fn K-뉴딜디지털플러스
368770,파이버프로
368970,오에스피
369370,블리츠웨이스튜디오
370090,퓨런티어
371130,ACE 베트남VN30선물블룸버그레버리지(H)
371150,RISE 차이나항셍테크
371160,TIGER 차이나항셍테크
371450,TIGER 글로벌클라우드컴퓨팅INDXX
371460,TIGER 차이나전기차SOLACTIVE
371470,TIGER 차이나바이오테크SOLACTIVE
371870,ACE 차이나항셍테크
371950,풍원정밀
372170,윤성에프앤씨
372320,큐로셀
372330,KODEX 차이나항셍테크
372800,아이티아이즈
372910,한컴라이프케어
373110,엑셀세라퓨틱스
373170,엠아이큐브솔루션
373200,엑스플러스
373220,LG에너지솔루션
373490,KODEX K-이노베이션액티브
373530,PLUS 신흥국MSCI인버스(합성 H)
373790,KOSEF 미국방어배당성장나스닥
375270,RISE 글로벌데이터센터리츠(합성)
375500,DL이앤씨
37550K,DL이앤씨우
37550L,DL이앤씨2우(전환)
375760,HANARO 탄소효율그린뉴딜
375770,KODEX 탄소효율그린뉴딜
376180,피코그램
376190,LB루셈
376290,씨유테크
376300,디어유
376410,TIGER 탄소효율그린뉴딜
376930,노을
376980,원티드랩
377030,맥스트
377190,디앤디플랫폼리츠
377220,프롬바이오
377300,카카오페이
377330,이지트로닉스
377450,리파인
377460,위니아에이드
377480,마음AI
377740,바이오노트
377990,TIGER Fn신재생에너지
378340,필에너지
378800,샤페론
378850,화승알앤에이
379390,이성씨엔아이
379780,RISE 미국S&P500
379790,RISE 유로스탁스50(H)
379800,KODEX 미국S&P500TR
379810,KODEX 미국나스닥100TR
380340,ACE Fn5G플러스
380540,옵티코어
381170,TIGER 미국테크TOP10 INDXX
381180,TIGER 미국필라델피아반도체나스닥
381560,HANARO Fn전기&수소차
381570,HANARO Fn친환경에너지
381970,케이카
382480,지아이텍
382800,지앤비에스 에코
382840,원준
382900,범한퓨얼셀
383220,F&F
383310,에코프로에이치엔
383800,LX홀딩스
38380K,LX홀딩스1우
383930,디티앤씨알오
384470,코어라인소프트
385510,KODEX K-신재생에너지액티브
385520,KODEX K-미래차액티브
385540,RISE 종합채권(A-이상)액티브
385550,RISE 단기종합채권(AA-이상)액티브
385560,RISE KIS국고채30년Enhanced
385590,ACE ESG액티브
385600,ACE 2차전지&친환경차액티브
385710,TIMEFOLIO K이노베이션액티브
385720,TIMEFOLIO 코스피액티브
387270,TIGER 글로벌BBIG액티브
387280,TIGER 퓨처모빌리티액티브
388050,지투파워
388280,RISE 컨택트대표
388420,RISE 비메모리반도체액티브
388610,지에프씨생명과학
388720,유일로보틱스
388790,라이콤
388870,파로스아이바이오
389020,자람테크놀로지
389030,지니너스
389140,포바이포
389260,대명에너지
389470,인벤티지랩
389500,에스비비테크
390110,애니메디솔루션
390390,KODEX 미국반도체MV
390400,KODEX 미국스마트모빌리티S&P
390950,HANARO 단기채권액티브
391600,ACE 미국친환경그린테마INDXX
391670,HK 베스트일레븐액티브
391680,HK 하이볼액티브
391710,코닉오토메이션
393210,토마토시스템
393890,더블유씨피
394280,오픈엣지테크놀로지
394340,KOSEF 글로벌디지털경제
394350,KOSEF 글로벌퓨처모빌리티
394660,TIGER 글로벌자율주행&전기차SOLACTIVE
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성)
395150,KODEX Fn웹툰&드라마
395160,KODEX Fn시스템반도체
395170,KODEX Fn Top10동일가중
395270,HANARO Fn K-반도체
395280,HANARO Fn K-게임
395290,HANARO Fn K-POP&미디어
395400,SK리츠
395750,PLUS ESG가치주액티브
395760,PLUS ESG성장주액티브
396270,넥스트칩
396300,세아메카닉스
396470,워트
396500,TIGER Fn반도체TOP10
396510,TIGER 차이나클린에너지SOLACTIVE
396520,TIGER 차이나반도체FACTSET
396690,미래에셋글로벌리츠
397030,에이프릴바이오
397410,RISE 국채선물5년추종인버스
397420,RISE 국채선물5년추종
399110,SOL 미국S&P500ESG
399580,RISE 글로벌클린에너지
399720,가온칩스
400570,KODEX 유럽탄소배출권선물ICE(H)
400580,SOL 유럽탄소배출권선물S&P(H)
400590,SOL 글로벌탄소배출권선물ICE(합성)
400760,NH올원리츠
400970,TIGER Fn메타버스
401170,RISE 메타버스
401470,KODEX K-메타버스액티브
401590,HANARO 글로벌탄소배출권선물ICE(합성)
402030,코난테크놀로지
402340,SK스퀘어
402420,켈스
402460,HANARO Fn K-메타버스MZ
402490,그린리소스
402520,FOCUS 혁신기업액티브
402970,ACE 미국배당다우존스
403360,라피치
403490,우듬지팜
403550,쏘카
403790,마이다스 KoreaStock액티브
403870,HPSP
404120,TIMEFOLIO K신재생에너지액티브
404260,KODEX KRX기후변화솔루션
404470,HANARO KRX기후변화솔루션
404540,TIGER KRX기후변화솔루션
404650,SOL KRX기후변화솔루션
404990,신한서부티엔디리츠
405000,플라즈맵
405100,큐알티
405920,나라셀라
406760,하나금융21호스팩
406820,뷰티스킨
407160,KCGI 테크미디어텔레콤액티브
407170,KCGI 스마트커머스액티브
407300,HANARO Fn골프테마
407310,HANARO 200 TOP10
407400,꿈비
407820,에셋플러스 코리아플랫폼액티브
407830,에셋플러스 글로벌플랫폼액티브
408900,스튜디오미르
408920,메쎄이상
409810,KODEX 미국나스닥100선물인버스(H)
409820,KODEX 미국나스닥100레버리지(합성 H)
410870,TIMEFOLIO K컬처액티브
411050,ACE 글로벌메타버스테크액티브
411060,ACE KRX금현물
411080,샌즈랩
411420,KODEX 미국메타버스나스닥액티브
411540,SOL 200 Top10
411720,RISE 글로벌메타버스
411860,KOSEF 독일DAX
412350,레이저쎌
412540,제일엠앤에스
412560,TIGER BBIG레버리지
412570,TIGER 2차전지TOP10레버리지
412770,TIGER 글로벌메타버스액티브
412930,미래에셋비전스팩1호
413220,SOL 차이나태양광CSI(합성)
413300,티엘엔지니어링
413600,키움제6호스팩
413630,씨피시스템
413640,비아이매트릭스
413930,WOORI AI ESG액티브
414270,ACE G2전기차&자율주행액티브
414780,TIGER 차이나과창판STAR50(합성)
415340,KODEX 차이나과창판STAR50(합성)
415380,스튜디오삼익
415580,상상인제3호스팩
415760,SOL 차이나육성산업액티브(합성)
415920,PLUS 글로벌희토류&전략자원생산기업
416090,ACE 중국과창판STAR50
416180,신성에스티
417010,나노팀
417180,핑거스토리
417200,LS머트리얼즈
417310,코람코더원리츠
417450,RISE 글로벌수소경제
417500,제이아이테크
417630,TIGER KEDI혁신기업ESG30
417790,트루엔
417840,저스템
417860,오브젠
417970,모델솔루션
418170,하나금융22호스팩
418210,신한제10호스팩
418250,시큐레터
418420,라온텍
418470,밀리의서재
418550,제이오
418620,이에이트
418660,TIGER 미국나스닥100레버리지(합성)
418670,TIGER 글로벌사이버보안INDXX
419050,삼기이브이
419080,엔젯
419120,산돌
419170,HANARO 미국메타버스iSelect
419420,KODEX 미국클린에너지나스닥
419430,KODEX 차이나2차전지MSCI(합성)
419530,SAMG엔터
419540,비스토스
419650,PLUS 글로벌수소&차세대연료전지
419700,이브이파킹서비스
419890,히어로즈 단기채권ESG액티브
420570,제이투케이바이오
420770,기가비스
421320,PLUS 우주항공&UAM
421800,교보12호스팩
422040,엔에이치스팩23호
422260,VITA MZ소비액티브
422420,RISE 2차전지액티브
423160,KODEX KOFR금리액티브(합성)
423170,SOL 한국형글로벌반도체액티브
423920,TIGER 미국필라델피아반도체레버리지(합성)
424140,케이비제21호스팩
424460,HANARO 글로벌워터MSCI(합성)
424760,벨로크
424960,스마트레이더시스템
424980,마이크로투나노
425040,티이엠씨
425290,삼성스팩6호
425420,티에프이
426020,TIMEFOLIO 미국S&P500액티브
426030,TIMEFOLIO 미국나스닥100액티브
426150,WOORI 대한민국국고채액티브
426330,KOSEF 미국ETF산업STOXX
426410,PLUS 미국대체투자Top10
427110,RISE 창업투자회사
427120,RISE 플랫폼테마
428510,KODEX 차이나메타버스액티브
428560,KODEX 미국ETF산업Top10 Indxx
429000,TIGER 미국S&P500배당귀족
429010,TIGER 미국나스닥넥스트100
429270,시지트로닉스
429740,PLUS K리츠
429760,PLUS 미국S&P500
429870,히어로즈 리츠이지스액티브
429980,SOL 한국형글로벌전기차&2차전지액티브
429990,SOL 한국형글로벌플랫폼&메타버스액티브
430220,신영스팩8호
430230,하나금융24호스팩
430460,한화플러스제3호스팩
430500,KOSEF 물가채KIS
430690,한싹
430700,유안타제9호스팩
432320,KB스타리츠
432430,와이랩
432470,케이엔에스
432600,RISE 국채선물3년
432720,퀄리타스반도체
432840,HANARO 미국S&P500
432850,HANARO 글로벌백신치료제MSCI
433220,에셋플러스 글로벌대장장이액티브
433250,UNICORN R&D 액티브
433330,SOL 미국S&P500
433500,ACE 원자력테마딥서치
433530,키움제7호스팩
433850,PLUS TDF2030액티브
433860,PLUS TDF2040액티브
433870,PLUS TDF2050액티브
433880,PLUS TDF2060액티브
433970,KODEX TDF2030액티브
433980,KODEX TDF2040액티브
434060,KODEX TDF2050액티브
434190,탈로스
434480,모니터랩
434730,HANARO 원자력iSelect
434960,DAISHIN343 K200
435040,ACE 글로벌브랜드TOP10블룸버그
435380,유안타제10호스팩
435420,TIGER 미국나스닥100TR채권혼합Fn
435530,히어로즈 TDF2030액티브
435540,히어로즈 TDF2040액티브
435550,히어로즈 TDF2050액티브
435620,하나금융25호스팩
435870,에스케이증권제8호스팩
436140,SOL 종합채권(AA-이상)액티브
436180,PLUS K-유니콘투자기업액티브
436610,한국제11호스팩
437070,KODEX 아시아달러채권ESG플러스액티브
437080,KODEX 미국종합채권ESG액티브(H)
437350,RISE 미국단기투자등급회사채액티브
437370,RISE 글로벌농업경제
437550,히어로즈 글로벌리츠이지스액티브
437730,삼현
437780,엔에이치스팩24호
438080,ACE 미국S&P500채권혼합액티브
438100,ACE 미국나스닥100채권혼합액티브
438210,PLUS 글로벌AI
438220,대신밸런스제13호스팩
438320,TIGER 차이나항셍테크레버리지(합성 H)
438330,TIGER 투자등급회사채액티브
438560,SOL 국고채3년
438570,SOL 국고채10년
438580,엔에이치스팩25호
438700,버넥트
438740,마이다스 KoreaStock중소형액티브
438900,HANARO Fn K-푸드
439090,마녀공장
439250,삼성스팩7호
439410,엔에이치스팩26호
439580,블루엠텍
439730,IBKS제20호스팩
439860,KODEX ESG종합채권(A-이상)액티브
439870,KODEX 국고채30년액티브
440110,파두
440290,HB인베스트먼트
440320,오픈놀
440340,TIGER 글로벌멀티에셋TIF액티브
440640,ACE 단기채권알파액티브
440650,ACE 미국달러단기채권액티브
440790,교보13호스팩
440820,엔에이치스팩27호
440910,WOORI 미국우주항공방산
441270,파인엠텍
441330,KOSEF 차이나A50커넥트MSCI
441540,HANARO Fn조선해운
441640,KODEX 미국배당프리미엄액티브
441680,TIGER 미국나스닥100커버드콜(합성)
441800,TIMEFOLIO Korea플러스배당액티브
442090,에셋플러스 코리아대장장이액티브
442130,유진스팩9호
442260,마이티 다이나믹퀀트액티브
442310,대신밸런스제14호스팩
442320,RISE 글로벌원자력
442550,RISE TDF2030액티브
442560,RISE TDF2040액티브
442570,RISE TDF2050액티브
442580,PLUS 글로벌HBM반도체
442770,IBKS제21호스팩
442900,미래에셋드림스팩1호
443060,HD현대마린솔루션
443250,레뷰코퍼레이션
443670,에스피소프트
444200,SOL KEDI메가테크액티브
444490,WOORI 미국S&P500
444920,유안타제11호스팩
445090,에이직랜드
445150,KODEX K-친환경선박액티브
445180,퓨릿
445290,KODEX K-로봇액티브
445360,비엔케이제1호스팩
445680,큐리옥스바이오시스템즈
445690,BNK 주주가치액티브
445910,TIGER MKF배당귀족
445930,KOSEF 차이나A50커넥트레버리지MSCI(합성H)
445950,KOSEF 차이나A50커넥트인버스MSCI(합성 H)
445970,신영스팩9호
446070,유니드비티플러스
446150,유안타제12호스팩
446190,미래에셋비전스팩2호
446440,에피바이오텍
446540,메가터치
446600,카이바이오텍
446690,KODEX 아시아AI반도체exChina액티브
446700,RISE 배터리 리사이클링
446720,SOL 미국배당다우존스
446750,하나26호스팩
446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE
446840,키움제8호스팩
447430,ACE 주주환원가치주액티브
447620,SOL 미국TOP5채권혼합40 Solactive
447660,PLUS 애플채권혼합
447690,아이오바이오
447770,TIGER 테슬라채권혼합Fn
447820,TIGER 24-10 회사채(A+이상)액티브
448100,WOORI 200
448280,에코아이
448290,TIGER 미국S&P500TR(H)
448300,TIGER 미국나스닥100TR(H)
448330,KODEX 삼성전자채권혼합Wise
448370,하나27호스팩
448490,HANARO 32-10 국고채액티브
448510,HANARO 글로벌신재생에너지MSCI(합성)
448540,ACE 엔비디아채권혼합블룸버그
448570,FOCUS AI코리아액티브
448600,RISE 25-11 회사채(AA-이상)액티브
448630,RISE 삼성그룹Top3채권혼합
448710,코츠테크놀로지
448730,삼성FN리츠
448740,삼성스팩8호
448760,IBKS제22호스팩
448780,마이크로엔엑스
448830,미래에셋비전스팩3호
448880,ACE 24-12 회사채(AA-이상)액티브
448900,한국피아이엠
449020,유안타제13호스팩
449170,TIGER KOFR금리액티브(합성)
449180,KODEX 미국S&P500(H)
449190,KODEX 미국나스닥100(H)
449450,PLUS K방산
449580,RISE 미국빅데이터Top3채권혼합
449680,TIGER 한중전기차(합성)
449690,TIGER 한중반도체(합성)
449770,KOSEF 미국S&P500
449780,KOSEF 미국S&P500(H)
450050,하이제8호스팩
450080,에코프로머티
450120,KOSEF SK그룹대표주
450140,코오롱모빌리티그룹
45014K,코오롱모빌리티그룹우
450180,KODEX 한중전기차(합성)
450190,KODEX 한중반도체(합성)
450330,하스
450520,인스웨이브시스템즈
450910,SOL 코스닥150
450940,유안타제14호스팩
451000,PLUS 종합채권(AA-이상)액티브
451060,1Q K200액티브
451150,에셋플러스 글로벌영에이지액티브
451220,아이엠티
451250,삐아
451530,TIGER 국고채30년스트립액티브
451540,TIGER 종합채권(AA-이상)액티브
451600,PLUS 국고채30년액티브
451670,RISE 국채30년레버리지(합성)
451700,엔에이치스팩29호
451760,컨텍
451800,한화리츠
452160,제이엔비
452190,한빛레이저
452200,민테크
452250,ACE 미국30년국채선물레버리지(합성 H)
452260,한화갤러리아
45226K,한화갤러리아우
452280,한선엔지니어링
452300,캡스톤파트너스
452360,SOL 미국배당다우존스(H)
452400,이닉스
452430,사피엔반도체
452440,VITA 밸류알파액티브
452670,상상인제4호스팩
452980,신한제11호스팩
453010,PLUS KOFR금리
453060,HANARO KOFR금리액티브(합성)
453080,KOSEF 미국나스닥100(H)
453330,RISE 미국S&P500(H)
453340,현대그린푸드
453450,그리드위즈
453540,TIGER 25-10 회사채(A+이상)액티브
453630,KODEX 미국S&P500필수소비재
453640,KODEX 미국S&P500헬스케어
453650,KODEX 미국S&P500금융
453660,KODEX 미국S&P500경기소비재
453810,KODEX 인도Nifty50
453820,KODEX 인도Nifty50레버리지(합성)
453850,ACE 미국30년국채액티브(H)
453860,에이에스텍
453870,TIGER 인도니프티50
453950,TIGER TSMC밸류체인FACTSET
454180,KOSEF 차이나내수소비TOP CSI
454320,HANARO CAPEX설비투자iSelect
454640,하나29호스팩
454750,하나28호스팩
454780,히어로즈 종합채권(AA-이상)액티브
454910,두산로보틱스
455030,KODEX 미국달러SOFR금리액티브(합성)
455250,KB제25호스팩
455310,한화플러스제4호스팩
455660,ACE 미국하이일드액티브(H)
455850,SOL AI반도체소부장
455860,SOL 2차전지소부장Fn
455890,RISE 머니마켓액티브
455900,엔젤로보틱스
455910,에스케이증권제9호스팩
455960,RISE 미국달러SOFR금리액티브(합성)
456010,아이씨티케이
456040,OCI
456100,HANARO 유로존국채25년플러스(합성 H)
456190,큐라켐
456200,PLUS 미국달러SOFR금리액티브(합성)
456250,KODEX 유럽명품TOP10 STOXX
456440,DB금융스팩11호
456490,교보14호스팩
456570,아이엠지티
456600,TIMEFOLIO 글로벌AI인공지능액티브
456610,TIGER 미국달러SOFR금리액티브(합성)
456680,TIGER 차이나전기차레버리지(합성)
456700,길교이앤씨
456880,ACE 미국달러SOFR금리(합성)
457190,이수스페셜티케미컬
457390,대신밸런스제15호스팩
457480,ACE 테슬라밸류체인액티브
457550,우진엔텍
457630,대신밸런스제16호스팩
457690,KODEX 33-06 국고채액티브
457700,KODEX 53-09 국고채액티브
457930,BNK 미래전략기술액티브
457940,에스케이증권제10호스팩
457990,PLUS 태양광&ESS
458030,WOORI 단기국공채액티브
458210,히어로즈 CD금리액티브(합성)
458250,TIGER 미국30년국채스트립액티브(합성 H)
458260,TIGER 미국투자등급회사채액티브(H)
458320,KB제26호스팩
458610,한국제12호스팩
458730,TIGER 미국배당다우존스
458750,TIGER 미국배당+3%프리미엄다우존스
458760,TIGER 미국배당+7%프리미엄다우존스
458870,씨어스테크놀로지
459370,SOL 유럽탄소배출권선물인버스ICE(H)
459560,KODEX 테슬라밸류체인FactSet
459580,KODEX CD금리액티브(합성)
459750,RISE 글로벌주식분산액티브
459790,히어로즈 미국성장기업30액티브
460270,히어로즈 미국달러SOFR금리액티브(합성)
460280,KOSEF Fn유전자혁신기술
460660,RISE 미국S&P배당킹
460850,동국씨엠
460860,동국제강
460930,현대힘스
460960,ACE 글로벌인컴TOP10 SOLACTIVE
461030,아이엠비디엑스
461260,ACE 25-06 회사채(AA-이상)액티브
461270,ACE 26-06 회사채(AA-이상)액티브
461340,HANARO 글로벌생성형AI액티브
461450,KODEX 코스닥글로벌
461460,PLUS 국고채10년액티브
461490,RISE 글로벌자산배분액티브
461500,HANARO 종합채권(AA-이상)액티브
461580,TIGER 코스닥글로벌
461600,SOL 미국30년국채액티브(H)
461900,PLUS 미국테크TOP10
461910,PLUS 미국테크TOP10레버리지(합성)
461950,KODEX 2차전지핵심소재10 Fn
462010,TIGER 2차전지소재Fn
462020,에이치엠씨제6호스팩
462330,KODEX 2차전지산업레버리지
462340,에셋플러스 글로벌다이나믹시니어액티브
462350,이노스페이스
462510,라메디텍
462520,조선내화
462540,SOL 25-09 회사채(AA-이상)액티브
462870,시프트업
462900,KoAct 바이오헬스케어액티브
463050,TIMEFOLIO K바이오액티브
463250,TIGER 스페이스테크iSelect
463290,1Q 단기금융채액티브
463300,RISE 중국본토CSI300
463640,KODEX 미국S&P500유틸리티
463680,KODEX 미국S&P500테크놀로지
463690,KODEX 미국S&P500커뮤니케이션
464060,HANARO 글로벌반도체TOP10 SOLACTIVE
464080,에스오에스랩
464230,히어로즈 24-09 회사채(AA-이상)액티브
464240,히어로즈 26-09 회사채(AA-이상)액티브
464310,TIGER 글로벌AI&로보틱스 INDXX
464440,한국제13호스팩
464470,PLUS 미국채30년액티브
464540,RISE 25-03 회사채(AA-이상)액티브
464600,SOL 자동차소부장Fn
464610,SOL 의료기기소부장Fn
464680,KB제27호스팩
464920,PLUS 일본반도체소부장
464930,TIGER 글로벌혁신블루칩TOP10
465320,교보15호스팩
465330,RISE 2차전지TOP10
465350,RISE 2차전지TOP10인버스(합성)
465580,ACE 미국빅테크TOP7 Plus
465610,ACE 미국빅테크TOP7 Plus레버리지(합성)
465620,ACE 미국빅테크TOP7 Plus인버스(합성)
465660,TIGER 일본반도체FACTSET
465670,TIGER 미국캐시카우100
465680,KODEX 24-12 은행채(AA+이상)액티브
465770,STX그린로지스
465780,마이티 26-09 특수채(AAA)액티브
466400,1Q 25-08 회사채(A+이상)액티브
466810,BNK 2차전지양극재
466910,엔에이치스팩30호
466920,SOL 조선TOP3플러스
466930,SOL 자동차TOP3플러스
466940,TIGER 은행고배당플러스TOP10
466950,TIGER 글로벌AI액티브
467540,KOSEF 코스닥글로벌
467620,히어로즈 25-09 미국채권(AA-이상)액티브
467930,IBKS제23호스팩
467940,KODEX 25-11 회사채(A+이상)액티브
468370,KODEX iShares미국인플레이션국채액티브
468380,KODEX iShares미국하이일드액티브
468510,삼성스팩9호
468630,KODEX iShares미국투자등급회사채액티브
468760,유진스팩10호
468820,WOORI 25-09 회사채(AA-이상)액티브
469050,RISE 미국반도체NYSE(H)
469060,RISE 미국반도체NYSE
469070,RISE AI&로봇
469150,ACE AI반도체포커스
469160,ACE 일본반도체
469170,ACE 포스코그룹포커스
469480,IBKS제24호스팩
469530,RISE 미국달러선물인버스
469580,RISE KP달러채권액티브
469790,KOSEF K-테크TOP10
469820,SOL 24-12 회사채(AA-이상)액티브
469830,SOL 초단기채권액티브
469880,하나30호스팩
469900,하나31호스팩
470260,TIGER 24-12 금융채(AA-이상)
470310,UNICORN 생성형AI강소기업액티브
470320,BNK 24-11 회사채(AA-이상)액티브
471040,KoAct 글로벌AI&로봇액티브
471050,대신밸런스제17호스팩
471230,KODEX 국고채10년액티브
471290,HANARO CD금리액티브(합성)
471460,히어로즈 국고채30년액티브
471760,TIGER AI반도체핵심공정
471780,TIGER 코리아테크액티브
471990,KODEX AI반도체핵심장비
472150,TIGER 배당프리미엄액티브
472160,TIGER 미국테크TOP10 INDXX(H)
472170,TIGER 미국테크TOP10채권혼합
472220,신영스팩10호
472230,에스케이증권제11호스팩
472350,1Q 차이나H(H)
472490,HANARO 미국애그테크
472720,TRUSTON 주주가치액티브
472830,RISE 미국30년국채커버드콜(합성)
472840,ITF 200
472850,폰드그룹
472870,RISE 미국30년국채엔화노출(합성 H)
472920,HK 종합채권(AA-이상)액티브
473000,에스케이증권제12호스팩
473050,유안타제15호스팩
473290,KODEX 26-12 회사채(AA-이상)액티브
473330,SOL 미국30년국채커버드콜(합성)
473370,비엔케이제2호스팩
473380,HANARO K-메디테크
473440,ACE 11월만기자동연장회사채AA-이상액티브
473460,KODEX 미국서학개미
473490,KOSEF 글로벌AI반도체
473500,KOSEF 글로벌전력반도체
473590,ACE 미국주식베스트셀러
473640,HANARO 글로벌금채굴기업
473950,에스케이증권제13호스팩
474220,TIGER 미국테크TOP10+10%프리미엄
474390,SOL 국고채30년액티브
474490,유안타제16호스팩
474590,WOORI 반도체밸류체인액티브
474660,신한제12호스팩
474800,KOSEF 미국원유에너지기업
474920,에셋플러스 차이나일등기업포커스10액티브
474930,신한제13호스팩
475050,ACE KPOP포커스
475070,KoAct 글로벌기후테크인프라액티브
475080,KODEX 테슬라인컴프리미엄채권혼합액티브
475150,SK이터닉스
475240,하나32호스팩
475250,하나33호스팩
475260,ACE 2월만기자동연장회사채AA-이상액티브
475270,ACE 5월만기자동연장회사채AA-이상액티브
475280,ACE 8월만기자동연장회사채AA-이상액티브
475300,SOL 반도체전공정
475310,SOL 반도체후공정
475350,RISE 버크셔포트폴리오TOP10
475380,RISE 글로벌리얼티인컴
475630,TIGER CD1년금리액티브(합성)
475720,RISE 200위클리커버드콜
476000,UNICORN 포스트IPO액티브
